,id,sex,sizeCurrent,sizeGroup,ageGroup,ageString,breedString,colorDetails,vocalLevel,sheddingLevel,energyLevel,exerciseNeeds,isSpecialNeeds,isCurrentVaccinations,isDeclawed,isHousetrained,isKidsOk,adultSexesOk,obedienceTraining,ownerExperience,newPeopleReaction,pictureCount,videoCount,adoptedDate,availableDate,length_of_stay
13243,10232652,Female,,Medium,Adult,11 Years 7 Months,Domestic Medium Hair (medium coat),,,Moderate,Moderate,Moderate,False,True,False,True,True,All,,,Friendly,2,0,2016-07-22 00:00:00+00:00,2016-06-15 00:00:00+00:00,37.0
13270,10233204,Male,2.299999952316284,Small,Baby,8 Years 5 Months,Domestic Short Hair (short coat),,,,,,False,True,False,True,True,,,,,2,0,2016-07-24 00:00:00+00:00,2016-07-20 00:00:00+00:00,4.0
13278,10233276,Female,,Medium,Baby,6 Years 6 Months,Tabby / Domestic Short Hair (short coat),,,,,,False,True,False,True,True,All,,,Friendly,3,0,2016-08-23 00:00:00+00:00,2016-08-12 00:00:00+00:00,11.0
13281,10233279,Female,,Medium,Baby,6 Years 6 Months,Domestic Medium Hair (medium coat),,,,,,False,True,False,True,True,All,,,Friendly,2,0,2016-08-16 00:00:00+00:00,2016-08-12 00:00:00+00:00,4.0
13284,10233286,Male,,Medium,Baby,6 Years 6 Months,Domestic Medium Hair (medium coat),Gray,,,,,False,True,False,True,True,All,,,Friendly,2,0,2016-08-12 00:00:00+00:00,2016-08-12 00:00:00+00:00,0.0
13285,10233289,Male,,Medium,Baby,6 Years 6 Months,Domestic Short Hair / Russian Blue (short coat),,,,,,False,True,False,True,True,All,,,Friendly,3,0,2016-08-15 00:00:00+00:00,2016-08-12 00:00:00+00:00,3.0
13287,10233301,Male,,Medium,Baby,6 Years 6 Months,Domestic Medium Hair / Turkish Van (medium coat),Van-alike,,,,,False,True,False,True,True,All,,,Friendly,3,0,2016-08-16 00:00:00+00:00,2016-08-12 00:00:00+00:00,4.0
13310,10233567,Female,2.299999952316284,Small,Baby,8 Years 5 Months,Domestic Short Hair (short coat),black/brown tabby,,,,,False,True,False,True,True,,,,,3,0,2016-08-02 00:00:00+00:00,2016-07-25 00:00:00+00:00,8.0
13314,10233597,Male,,,Baby,6 Years 7 Months,Domestic Short Hair (short coat),,,,,,False,,False,,True,All,,,Friendly,1,0,2016-07-04 00:00:00+00:00,2016-07-04 00:00:00+00:00,0.0
13316,10233603,Female,,Small,Baby,6 Years 8 Months,Domestic Short Hair (short coat),,,,,,False,False,False,,True,All,,,Friendly,2,0,2016-08-14 00:00:00+00:00,2016-07-04 00:00:00+00:00,41.0
13330,10233822,Female,,,Baby,6 Years 7 Months,Domestic Short Hair (short coat),white w/ grey tabby,,,High,High,False,True,False,True,,All,Has Basic Training,,Friendly,2,0,2016-09-03 00:00:00+00:00,2016-07-01 00:00:00+00:00,64.0
13332,10233825,Male,,,Baby,6 Years 7 Months,Domestic Short Hair (short coat),,,,High,High,False,True,False,True,,All,Has Basic Training,,Friendly,3,0,2016-08-27 00:00:00+00:00,2016-07-01 00:00:00+00:00,57.0
13334,10233827,Male,,,Baby,6 Years 7 Months,Domestic Short Hair / Tabby (short coat),,,,High,High,False,True,False,True,,All,Has Basic Training,,Cautious,3,0,2016-09-03 00:00:00+00:00,2016-07-01 00:00:00+00:00,64.0
13335,10233834,Female,,,Baby,6 Years 7 Months,Domestic Short Hair / Torbie (short coat),"brown tabby, orange spots, white tuxedo",,,High,High,False,True,False,True,,All,Has Basic Training,,Friendly,2,0,2016-09-03 00:00:00+00:00,2016-07-01 00:00:00+00:00,64.0
13341,10233895,Female,8.0,Small,Senior,15 Years 5 Months,Russian Blue / British Shorthair / Mixed (short coat),,Some,Moderate,Moderate,Not Required,,True,False,True,True,All,Well Trained,,Friendly,3,0,2016-08-19 00:00:00+00:00,2016-07-04 00:00:00+00:00,46.0
13450,10235001,Female,,,,10 Years 9 Months,Domestic Short Hair,,,,,,,True,,True,,All,,,Friendly,3,0,2016-08-27 00:00:00+00:00,2016-07-05 00:00:00+00:00,53.0
13451,10235064,Female,,Small,Baby,6 Years 7 Months,Domestic Short Hair / Mixed,,,,,,,,,True,True,,,,,7,0,2016-09-03 00:00:00+00:00,2016-07-17 00:00:00+00:00,48.0
13452,10235065,Male,,Small,Baby,6 Years 7 Months,Domestic Short Hair / Mixed,,,,,,,,,True,True,,,,,4,0,2016-08-04 00:00:00+00:00,2016-07-17 00:00:00+00:00,18.0
13453,10235066,Male,,Small,Baby,6 Years 7 Months,Domestic Short Hair / Mixed,,,,,,,,,True,True,,,,,7,0,2016-09-05 00:00:00+00:00,2016-07-17 00:00:00+00:00,50.0
13454,10235069,Female,,Small,Baby,6 Years 7 Months,Domestic Short Hair / Mixed,,,,,,,,,True,True,,,,,6,0,2016-09-03 00:00:00+00:00,2016-07-17 00:00:00+00:00,48.0
13455,10235072,Female,,Small,Baby,6 Years 7 Months,Domestic Short Hair / Mixed,,,,High,,,,,True,True,All,Has Basic Training,,,2,0,2016-09-19 00:00:00+00:00,2016-07-17 00:00:00+00:00,64.0
13456,10235073,Female,,Small,Baby,6 Years 7 Months,Domestic Short Hair / Mixed,,,,High,Not Required,,,,True,True,All,Has Basic Training,,,3,0,2016-10-17 00:00:00+00:00,2016-07-17 00:00:00+00:00,92.0
13457,10235075,Male,,Small,Baby,6 Years 7 Months,Domestic Short Hair / Mixed,,,,Moderate,Moderate,,,,True,True,All,Has Basic Training,,,2,0,2016-10-23 00:00:00+00:00,2016-07-17 00:00:00+00:00,98.0
13458,10235076,Male,,Small,Baby,6 Years 7 Months,Domestic Short Hair / Mixed,,,,High,Not Required,,,,True,True,All,Has Basic Training,,,2,0,2016-09-19 00:00:00+00:00,2016-07-17 00:00:00+00:00,64.0
13464,10235107,Female,3.0,,Baby,9 Years 8 Months,Domestic Short Hair / Tabby / Mixed (medium coat),,,,,,False,False,False,True,,,,,,4,0,2016-08-13 00:00:00+00:00,2016-07-19 00:00:00+00:00,25.0
13465,10235108,Female,3.0,,Baby,9 Years 8 Months,Domestic Short Hair / Tabby / Mixed (short coat),,,,,,False,False,False,True,,,,,,7,0,2016-09-11 00:00:00+00:00,2016-07-19 00:00:00+00:00,54.0
13466,10235109,Male,3.0,,Baby,9 Years 8 Months,Domestic Short Hair / Tabby / Mixed (short coat),,,,,,False,False,False,True,,,,,,8,0,2016-09-23 00:00:00+00:00,2016-07-19 00:00:00+00:00,66.0
13467,10235110,Male,7.0,Large,Young,9 Years 8 Months,Domestic Short Hair / Tabby / Mixed (medium coat),,,,,,False,False,False,True,,,,,,9,0,2016-11-12 00:00:00+00:00,2016-07-19 00:00:00+00:00,116.0
13468,10235111,Male,3.0,,Baby,9 Years 8 Months,Domestic Short Hair / Tabby / Mixed (short coat),,,,,,False,False,False,True,,,,,,5,0,2016-10-12 00:00:00+00:00,2016-07-19 00:00:00+00:00,85.0
13484,10235311,Female,,,Baby,6 Years 7 Months,Domestic Short Hair (short coat),,,,,,,True,False,,True,All,,,Friendly,8,1,2016-08-07 00:00:00+00:00,2016-07-06 00:00:00+00:00,32.0
13485,10235314,Male,,,Baby,6 Years 7 Months,Domestic Medium Hair (medium coat),Tabby spot on his head,,,,,,True,False,,True,All,,,Friendly,8,1,2016-08-07 00:00:00+00:00,2016-07-06 00:00:00+00:00,32.0
13619,10236374,Female,,Medium,Young,,Domestic Short Hair (short coat),,,,,,,,,,,,,,,0,0,2016-07-09 00:00:00+00:00,2016-07-05 00:00:00+00:00,4.0
13636,10236619,Male,,,,8 Years 2 Months,Domestic Short Hair,,,,,,False,,False,,True,,,,,1,0,2016-07-19 00:00:00+00:00,2016-07-08 00:00:00+00:00,11.0
13652,1023690,Male,,,,14 Years 3 Months,Tabby - Gray / Domestic Short Hair / Mixed (short coat),Gray Tabby,,,,,,True,False,True,True,,,,Friendly,4,0,2008-11-13 00:00:00+00:00,2008-11-12 00:00:00+00:00,1.0
13681,10238788,Male,12.0,Large,Young,9 Years 5 Months,Domestic Short Hair / Mixed (short coat),,,Moderate,Moderate,Moderate,False,,False,True,True,All,,,Friendly,3,0,2017-07-30 00:00:00+00:00,2017-06-22 00:00:00+00:00,38.0
13696,10238841,Female,,Small,Baby,6 Years 7 Months,Siamese / Tonkinese,cream with dark points,,,,,False,,,True,True,,,,,2,0,2016-07-29 00:00:00+00:00,2016-07-16 00:00:00+00:00,13.0
13699,10238845,Male,,Small,Baby,6 Years 7 Months,Siamese / Tonkinese,Cream with dark points,,,,,False,,,True,True,,,,,2,0,2016-07-29 00:00:00+00:00,2016-07-15 00:00:00+00:00,14.0
13702,10238849,Male,,Small,Baby,6 Years 7 Months,Domestic Short Hair,,,,,,False,,,True,True,,,,,2,0,2016-08-27 00:00:00+00:00,2016-07-16 00:00:00+00:00,42.0
13739,10240459,Female,,Small,Baby,6 Years 7 Months,Domestic Short Hair / Mixed,Tiger,,,,,False,,,True,True,,,,,2,0,2016-07-10 00:00:00+00:00,2016-07-06 00:00:00+00:00,4.0
13782,10241048,Male,9.199999809265137,Large,Young,7 Years 5 Months,Norwegian Forest Cat / Domestic Long Hair (long coat),,Lots,Moderate,Moderate,High,False,,False,True,False,All,Well Trained,,Friendly,1,0,2016-07-30 00:00:00+00:00,2016-07-12 00:00:00+00:00,18.0
13797,10241605,Female,,Small,Adult,18 Years 5 Months,Domestic Long Hair (long coat),,,,,,,,,,,,,,,1,0,2016-11-05 00:00:00+00:00,2016-07-06 00:00:00+00:00,122.0
13841,10241890,Female,,,Adult,13 Years 10 Months,Domestic Short Hair / Torbie (short coat),Calico/Tabby,,,,,False,True,False,True,True,,,,,1,0,2017-03-26 00:00:00+00:00,2016-07-06 00:00:00+00:00,263.0
13882,10243121,Female,3.0,Medium,Baby,6 Years 8 Months,Domestic Short Hair / Calico / Mixed (short coat),,,,,,False,True,False,True,True,,,,,1,0,2016-08-05 00:00:00+00:00,2016-07-06 00:00:00+00:00,30.0
13883,10243126,Female,3.0,Medium,Baby,6 Years 8 Months,Domestic Short Hair / Mixed (short coat),,,,,,False,True,False,True,True,,,,,1,0,2016-08-06 00:00:00+00:00,2016-07-06 00:00:00+00:00,31.0
13884,10243130,Male,3.0,Medium,Baby,6 Years 8 Months,Domestic Short Hair / Mixed (short coat),,,,,,False,True,False,True,True,,,,,1,0,2016-08-12 00:00:00+00:00,2016-07-06 00:00:00+00:00,37.0
13894,10244236,Male,,Small,Baby,6 Years 8 Months,Domestic Short Hair / Mixed (short coat),Gray and White,,,,,False,True,False,True,,,,,,1,0,2016-09-16 00:00:00+00:00,2016-07-06 00:00:00+00:00,72.0
13916,10244977,Male,,Large,Adult,10 Years 11 Months,Tabby (short coat),,,,,,True,True,False,True,False,,,,,7,0,2018-02-12 00:00:00+00:00,2016-07-07 00:00:00+00:00,585.0
13922,10245104,Male,,Large,Adult,9 Years 11 Months,Domestic Long Hair (long coat),,,,,,True,True,False,True,True,,,,,4,0,2017-08-09 00:00:00+00:00,2016-07-07 00:00:00+00:00,398.0
13938,10245290,Male,,,Young,9 Years 1 Month,Domestic Medium Hair (medium coat),brown white and buff tabby,,,Moderate,,,True,False,,,All,,Species,Friendly,3,0,2016-07-27 00:00:00+00:00,2016-07-20 00:00:00+00:00,7.0
13961,10245385,Male,,,Young,9 Years 1 Month,Domestic Short Hair / Tabby (short coat),"Brown with white face,chest and paws",,,Moderate,,False,True,False,,True,All,,Species,Friendly,6,0,2016-09-09 00:00:00+00:00,2016-07-20 00:00:00+00:00,51.0
14011,10246772,Female,,Small,Baby,,Domestic Long Hair (long coat),Blk w/ frosting,,,,,,,,,,,,,,1,0,2016-07-08 00:00:00+00:00,2016-06-25 00:00:00+00:00,13.0
14017,10246852,Male,,Small,Baby,,Domestic Long Hair (long coat),,,,,,,,,,,,,,,1,0,2016-07-08 00:00:00+00:00,2016-06-25 00:00:00+00:00,13.0
14018,10246856,Male,,Small,Baby,,Siamese (short coat),,,,,,,,,,,,,,Friendly,1,0,2016-07-08 00:00:00+00:00,2016-06-25 00:00:00+00:00,13.0
14047,10247777,Male,,,Adult,12 Years 11 Months,Domestic Short Hair (short coat),,,,,,False,,True,True,,,,,Friendly,1,0,2018-06-13 00:00:00+00:00,2018-05-30 00:00:00+00:00,14.0
14049,10247799,Male,3.0,Small,Baby,9 Years 1 Month,Domestic Short Hair / Mixed,,,,Moderate,Not Required,False,True,False,True,True,All,,,Friendly,4,0,2016-07-23 00:00:00+00:00,2016-07-07 00:00:00+00:00,16.0
14053,10247812,Male,3.0,Small,Baby,9 Years 1 Month,Domestic Medium Hair / Mixed,,,,Moderate,Not Required,False,True,False,True,True,All,,,Friendly,3,0,2016-07-30 00:00:00+00:00,2016-07-07 00:00:00+00:00,23.0
14054,10247813,Male,3.0,Small,Baby,9 Years 1 Month,Domestic Medium Hair / Mixed,,,,Moderate,Not Required,False,True,False,True,True,All,,,Friendly,3,0,2016-07-30 00:00:00+00:00,2016-07-07 00:00:00+00:00,23.0
14056,10247877,Male,13.0,Medium,Baby,9 Years 1 Month,Domestic Short Hair / Mixed,,Some,,Moderate,,False,True,True,True,,All,Has Basic Training,,Friendly,5,0,2018-11-03 00:00:00+00:00,2016-07-07 00:00:00+00:00,849.0
14058,10247910,Female,3.0,Medium,Baby,9 Years 1 Month,Tabby / Mixed,,Some,,Moderate,,False,True,False,True,True,All,Has Basic Training,,Friendly,1,0,2016-07-23 00:00:00+00:00,2016-07-07 00:00:00+00:00,16.0
14061,10247927,Female,3.0,Medium,Baby,9 Years 1 Month,Tabby / Mixed,,Some,,Moderate,,False,True,False,True,True,All,Has Basic Training,,Friendly,6,0,2016-08-30 00:00:00+00:00,2016-07-07 00:00:00+00:00,54.0
14066,10248428,Female,,,Young,9 Years,Maine Coon / Domestic Medium Hair / Mixed,,,,,,False,True,,True,,,,,,2,0,2016-08-06 00:00:00+00:00,2016-07-07 00:00:00+00:00,30.0
14070,10248444,Female,5.0,Small,Baby,9 Years 1 Month,Domestic Short Hair / Mixed,,,,Moderate,Moderate,False,True,,True,True,All,,,Friendly,3,0,2016-10-26 00:00:00+00:00,2016-10-15 00:00:00+00:00,11.0
14073,10248504,Female,2.0,Medium,Baby,9 Years,Domestic Short Hair / Mixed,,Some,Moderate,Moderate,Not Required,False,True,False,True,True,All,,,Friendly,1,0,2016-07-09 00:00:00+00:00,2016-07-07 00:00:00+00:00,2.0
14074,10248533,Male,2.0,Medium,Baby,9 Years,Domestic Short Hair / Mixed,,Some,Moderate,Moderate,Not Required,False,True,False,True,True,All,,,Friendly,6,1,2016-10-09 00:00:00+00:00,2016-08-15 00:00:00+00:00,55.0
14075,10248542,Female,2.0,Small,Baby,9 Years,Domestic Short Hair / Mixed,,,,Moderate,Moderate,False,True,,True,True,,,,Friendly,1,0,2016-07-10 00:00:00+00:00,2016-07-07 00:00:00+00:00,3.0
14079,10248590,Female,,Medium,Adult,15 Years 11 Months,Domestic Short Hair (short coat),,,,,,False,True,False,True,False,,,,,4,0,2017-09-23 00:00:00+00:00,2016-07-07 00:00:00+00:00,443.0
14158,10251415,Male,,Medium,Baby,6 Years 8 Months,Domestic Short Hair / Mixed (short coat),,,,Moderate,Moderate,,True,,True,True,All,,,Friendly,2,0,2016-08-16 00:00:00+00:00,2016-06-17 00:00:00+00:00,60.0
14169,10252308,Female,,Small,Adult,9 Years,Domestic Short Hair (short coat),Tabby & white,,,,,False,True,,True,,,,,,2,0,2016-11-12 00:00:00+00:00,2016-07-08 00:00:00+00:00,127.0
14197,10253289,Female,1.6299999952316284,Small,Baby,,Domestic Medium Hair (medium coat),,,,,,,,,,True,,,,Friendly,0,0,2016-07-09 00:00:00+00:00,2016-07-07 00:00:00+00:00,2.0
14204,10253454,Male,3.0,Medium,Baby,10 Years,Domestic Short Hair / Tabby / Mixed (short coat),,Some,Moderate,High,Low,False,True,False,True,True,All,Has Basic Training,Species,Friendly,1,0,2016-08-06 00:00:00+00:00,2016-06-19 00:00:00+00:00,48.0
14214,10253543,Male,3.0,Small,Baby,10 Years,Domestic Short Hair / Tabby / Mixed (short coat),Dark Tabby & White,Some,Moderate,High,Low,False,True,False,True,True,All,Has Basic Training,Species,Friendly,2,0,2016-08-06 00:00:00+00:00,2016-06-19 00:00:00+00:00,48.0
14221,10253564,Male,1.7999999523162842,Small,Baby,,Domestic Medium Hair (medium coat),,,,,,,,,,True,,,,Friendly,1,0,2016-07-20 00:00:00+00:00,2016-07-07 00:00:00+00:00,13.0
14228,10253576,,1.7599999904632568,Small,Baby,,Domestic Medium Hair (medium coat),,,,,,,,,,True,,,,Friendly,1,0,2016-07-15 00:00:00+00:00,2016-07-07 00:00:00+00:00,8.0
14230,10253580,Female,3.0,Medium,Baby,10 Years,Domestic Short Hair / Tabby (short coat),Dark Classic Tabby,Some,Moderate,High,Low,False,True,False,True,True,All,Has Basic Training,Species,Friendly,1,0,2016-06-26 00:00:00+00:00,2016-06-19 00:00:00+00:00,7.0
14249,10253631,Male,3.0,Medium,Baby,10 Years,Domestic Short Hair / Tabby / Mixed (short coat),Spotted Tabby,Some,Moderate,High,Low,False,True,False,True,True,All,,Species,Friendly,1,0,2016-06-26 00:00:00+00:00,2016-06-19 00:00:00+00:00,7.0
14251,10253634,Male,3.0,Small,Baby,10 Years,Domestic Short Hair / Tabby / Mixed (short coat),Tabby,,Moderate,High,Low,False,True,False,True,True,All,,Species,Friendly,1,0,2016-06-26 00:00:00+00:00,2016-06-19 00:00:00+00:00,7.0
14256,10253654,Female,2.5,Medium,Baby,10 Years,Domestic Short Hair / Mixed (short coat),White with Gray,Some,,High,Low,False,True,False,True,True,All,Has Basic Training,Species,Friendly,4,0,2016-08-27 00:00:00+00:00,2016-07-10 00:00:00+00:00,48.0
14257,10253658,Male,2.5,Small,Baby,10 Years,Domestic Short Hair (short coat),Black,Some,,High,Low,False,True,False,True,True,All,Has Basic Training,Species,Friendly,1,0,2016-07-31 00:00:00+00:00,2016-07-10 00:00:00+00:00,21.0
14261,10253670,Male,,Small,Baby,9 Years 4 Months,Domestic Long Hair,Cream Tabby,Quiet,Moderate,Moderate,Moderate,False,True,,True,True,All,Has Basic Training,Species,Friendly,4,0,2016-08-05 00:00:00+00:00,2016-07-08 00:00:00+00:00,28.0
14310,10254389,Male,,Medium,Adult,7 Years 4 Months,Siamese / Domestic Short Hair / Mixed (short coat),Siamese lilac point,,,Moderate,,False,True,False,True,True,All,,,Friendly,4,0,2016-07-22 00:00:00+00:00,2016-07-07 00:00:00+00:00,15.0
14315,10254402,Male,,Small,Adult,8 Years,Domestic Short Hair (short coat),Tabby,,,,,,,,,,,,,Friendly,1,0,2016-07-23 00:00:00+00:00,2016-07-08 00:00:00+00:00,15.0
14323,10254429,Female,,Small,Baby,,Domestic Short Hair (short coat),Marble,,,,,,,,,,,,,Cautious,0,0,2016-07-20 00:00:00+00:00,2016-07-08 00:00:00+00:00,12.0
14326,10254771,Female,14.800000190734863,Small,Baby,6 Years 11 Months,Tuxedo / American Shorthair / Mixed (short coat),black and white tuxedo,,,Low,,False,True,False,True,,,,,Cautious,0,0,2016-10-10 00:00:00+00:00,2016-09-24 00:00:00+00:00,16.0
14327,10254826,Female,1.0,Small,Baby,6 Years 11 Months,Tuxedo / American Shorthair / Mixed (medium coat),black and white tuxedo,,,Low,,False,False,False,True,,,,,Cautious,0,0,2016-10-10 00:00:00+00:00,2016-09-24 00:00:00+00:00,16.0
14328,10254849,Male,1.2000000476837158,Small,Baby,6 Years 11 Months,Tuxedo / American Shorthair / Mixed (short coat),black and white tuxedo,,,Low,,False,True,False,True,,,,,Cautious,0,0,2016-09-25 00:00:00+00:00,2016-09-24 00:00:00+00:00,1.0
14434,10257882,Male,,,Adult,7 Years 10 Months,Domestic Medium Hair / Maine Coon / Mixed (medium coat),,,Moderate,Moderate,,False,,False,True,True,All,,,,1,0,2016-07-25 00:00:00+00:00,2016-07-08 00:00:00+00:00,17.0
14467,10259151,Male,,,Baby,6 Years 6 Months,Domestic Short Hair / Mixed (short coat),light gray tabby,,,,,False,True,False,True,,,,,,1,0,2016-09-24 00:00:00+00:00,2016-07-09 00:00:00+00:00,77.0
14472,10259168,Male,,,Baby,6 Years 6 Months,Domestic Short Hair / Mixed (short coat),gray/silver tabby with white,,,,,False,True,False,True,True,,,,,1,0,2017-02-04 00:00:00+00:00,2016-07-09 00:00:00+00:00,210.0
14528,10259832,Male,,,Young,8 Years 11 Months,Tuxedo / Domestic Short Hair (short coat),white blaze on nose and white paws,,,Moderate,,False,,False,,True,All,,Species,Friendly,4,0,2016-11-13 00:00:00+00:00,2016-07-30 00:00:00+00:00,106.0
14575,10260160,Male,,Medium,Baby,8 Years 3 Months,Domestic Short Hair (short coat),,,Moderate,Moderate,,False,True,False,True,True,All,,,Friendly,8,0,2016-11-11 00:00:00+00:00,2016-07-09 00:00:00+00:00,125.0
14578,10260166,Female,,Medium,Baby,8 Years 3 Months,Calico (short coat),,,Moderate,Moderate,,False,True,False,,True,All,,,Friendly,8,0,2016-08-23 00:00:00+00:00,2016-07-09 00:00:00+00:00,45.0
14579,10260177,Female,,,Baby,8 Years 3 Months,Domestic Short Hair (short coat),,,Moderate,Moderate,,False,True,False,,True,All,,,Friendly,7,0,2016-08-30 00:00:00+00:00,2016-07-09 00:00:00+00:00,52.0
14580,10260189,Female,,,Baby,8 Years 3 Months,Tortoiseshell (medium coat),,,Moderate,Moderate,,False,True,False,,True,All,,,Friendly,9,0,2016-08-26 00:00:00+00:00,2016-07-09 00:00:00+00:00,48.0
14583,10260215,Female,,Medium,Baby,8 Years 3 Months,Tabby (short coat),,,Moderate,Moderate,,False,True,False,,True,All,,,Friendly,7,0,2016-08-29 00:00:00+00:00,2016-07-09 00:00:00+00:00,51.0
14584,10260218,Female,,Small,Baby,9 Years 2 Months,Domestic Short Hair / Mixed (short coat),Dilute torti,,,,,False,,False,True,,,,,,2,0,2016-08-20 00:00:00+00:00,2016-07-16 00:00:00+00:00,35.0
14585,10260220,Male,,,Baby,6 Years 6 Months,Domestic Short Hair / Mixed,,,,,,False,,,,,,,,,3,0,2016-08-20 00:00:00+00:00,2016-07-16 00:00:00+00:00,35.0
14586,10260249,Female,,Small,Baby,10 Years,Domestic Medium Hair / Mixed (medium coat),,,,,,False,,,,,,,,,2,0,2017-02-04 00:00:00+00:00,2016-07-09 00:00:00+00:00,210.0
14587,10260254,Female,,Small,Baby,10 Years,Domestic Medium Hair / Mixed (medium coat),,,,,,False,,,,,,,,,4,0,2017-02-04 00:00:00+00:00,2016-07-09 00:00:00+00:00,210.0
14588,10260257,Female,,Small,Baby,10 Years,Domestic Medium Hair / Mixed (medium coat),,,,,,False,,,,,,,,,3,0,2017-01-28 00:00:00+00:00,2016-07-09 00:00:00+00:00,203.0
14589,10260258,Male,,Small,Baby,10 Years,Domestic Medium Hair / Mixed (medium coat),,,,,,False,,,,,,,,,4,0,2017-02-10 00:00:00+00:00,2016-07-09 00:00:00+00:00,216.0
14594,10260277,Male,,Small,Baby,6 Years 7 Months,Domestic Short Hair / Mixed (short coat),Black,,,,,False,True,False,True,True,,,,,4,0,2016-08-20 00:00:00+00:00,2016-07-09 00:00:00+00:00,42.0
14684,10263963,Male,,,,8 Years 4 Months,Japanese Bobtail / Mixed (short coat),,,,,,False,True,False,True,True,,,,,15,0,2016-09-17 00:00:00+00:00,2016-07-10 00:00:00+00:00,69.0
14772,10266858,Male,,,,6 Years 7 Months,Domestic Long Hair,,,,,,False,True,False,True,,,,,,0,0,2016-07-11 00:00:00+00:00,2016-07-10 00:00:00+00:00,1.0
14780,10267576,Female,,,Baby,6 Years 9 Months,Domestic Medium Hair / Mixed (medium coat),,,,,,False,True,,True,,,,,,1,0,2016-12-20 00:00:00+00:00,2016-07-11 00:00:00+00:00,162.0
14781,10267578,Female,,,Baby,6 Years 6 Months,Domestic Medium Hair / Mixed (medium coat),,,,,,False,True,,,,,,,,3,0,2016-08-29 00:00:00+00:00,2016-07-11 00:00:00+00:00,49.0
14782,10267580,Female,,,Baby,6 Years 6 Months,Domestic Medium Hair / Mixed (medium coat),,,,,,False,True,,,,,,,,3,0,2016-08-26 00:00:00+00:00,2016-07-11 00:00:00+00:00,46.0
14783,10267584,Male,,,,6 Years 6 Months,Domestic Medium Hair / Mixed,,,,,,False,True,,True,,,,,,4,0,2016-09-01 00:00:00+00:00,2016-07-11 00:00:00+00:00,52.0
14798,10267861,Female,2.0,,Young,9 Years 8 Months,Domestic Short Hair / Snowshoe (medium coat),,,,,,False,False,False,True,,,,,,6,0,2016-08-07 00:00:00+00:00,2016-07-09 00:00:00+00:00,29.0
14865,10270317,Female,,,Baby,8 Years 4 Months,Domestic Short Hair / Mixed,,,,,,False,True,,True,,,,,,5,1,2016-07-25 00:00:00+00:00,2016-07-09 00:00:00+00:00,16.0
14877,10270645,Male,,Medium,Young,10 Years 2 Months,Domestic Short Hair (short coat),White with black spots,Quiet,,Moderate,Moderate,,,,True,,All,,,Cautious,5,0,2017-05-20 00:00:00+00:00,2016-07-11 00:00:00+00:00,313.0
